Date,Open,High,Low,Close,Adj Close,Volume,Revenue,Net Income,EPS,Operating Income,Current Ratio,EBITDA
2021/8/13,19.905001,20.214001,19.851,20.188,20.151573,183063000,6507,2374,0.09,2444,5.8,2730
2021/8/16,20.135,20.287001,19.452999,19.950001,19.914003,210876000,6507,2374,0.09,2444,5.8,2730
2021/8/17,19.684999,19.77,19.267,19.458,19.42289,204585000,6507,2374,0.09,2444,5.8,2730
2021/8/18,19.5,19.634001,19,19.040001,19.005646,285913000,6507,2374,0.09,2444,5.8,2730
2021/8/19,19.493999,20.495001,18.761999,19.798,19.762274,766555000,6507,2374,0.09,2444,5.8,2730
2021/8/20,19.990999,20.865,19.933001,20.816,20.778439,675741000,6507,2374,0.09,2444,5.8,2730
2021/8/23,20.971001,21.997,20.950001,21.958,21.918381,575807000,6507,2374,0.09,2444,5.8,2730
2021/8/24,21.753,21.959,21.535,21.792999,21.753677,297299000,6507,2374,0.09,2444,5.8,2730
2021/8/25,21.737,22.469999,21.722,22.212999,22.172916,347701000,6507,2374,0.09,2444,5.8,2730
2021/8/26,22.200001,22.34,21.790001,22.068001,22.028183,237940000,6507,2374,0.09,2444,5.8,2730
2021/8/27,22.184,22.722,22.167,22.636,22.595152,304722000,6507,2374,0.09,2444,5.8,2730
2021/8/30,22.83,23.042999,22.551001,22.688,22.647058,262580000,6507,2374,0.09,2444,5.8,2730
2021/8/31,22.695,22.695,22.120001,22.385,22.348545,259850000,6507,2374,0.09,2444,5.8,2730
2021/9/1,22.485001,22.697001,22.357,22.441,22.404457,201767000,6507,2374,0.09,2444,5.8,2730
2021/9/2,22.518,22.593,22.295,22.396,22.359531,187834000,6507,2374,0.09,2444,5.8,2730
2021/9/3,22.325001,22.986,22.200001,22.843,22.805801,280532000,6507,2374,0.09,2444,5.8,2730
2021/9/7,22.833,22.899,22.521999,22.662001,22.625095,198107000,6507,2374,0.09,2444,5.8,2730
2021/9/8,22.513,22.610001,21.976999,22.339001,22.302622,254434000,6507,2374,0.09,2444,5.8,2730
2021/9/9,22.312,22.538,22.131001,22.177,22.14089,196856000,6507,2374,0.09,2444,5.8,2730
2021/9/10,22.348,22.625999,22.27,22.478001,22.441395,248376000,6507,2374,0.09,2444,5.8,2730
2021/9/13,22.684,22.964001,21.858,22.152,22.115929,297500000,6507,2374,0.09,2444,5.8,2730
2021/9/14,22.275,22.41,22.086,22.242001,22.20578,199755000,6507,2374,0.09,2444,5.8,2730
2021/9/15,22.309,22.367001,21.966,22.341,22.304621,166538000,6507,2374,0.09,2444,5.8,2730
2021/9/16,22.183001,22.277,21.927,22.242001,22.20578,156033000,6507,2374,0.09,2444,5.8,2730
2021/9/17,22.299999,22.320999,21.83,21.9,21.864332,294503000,6507,2374,0.09,2444,5.8,2730
2021/9/20,21.146,21.433001,20.662001,21.113001,21.078623,349440000,6507,2374,0.09,2444,5.8,2730
2021/9/21,21.417,21.424999,20.950001,21.246,21.211401,204688000,6507,2374,0.09,2444,5.8,2730
2021/9/22,21.365999,21.959999,21.195999,21.941,21.905272,268726000,6507,2374,0.09,2444,5.8,2730
2021/9/23,22.139999,22.535,21.889999,22.482,22.445391,248555000,6507,2374,0.09,2444,5.8,2730
2021/9/24,22.07,22.149,21.861,22.080999,22.04504,217655000,6507,2374,0.09,2444,5.8,2730
2021/9/27,21.709999,21.799,21.325001,21.66,21.624729,245215000,6507,2374,0.09,2444,5.8,2730
2021/9/28,21.214001,21.419001,20.650999,20.698999,20.665293,343069000,6507,2374,0.09,2444,5.8,2730
2021/9/29,20.940001,21.017,20.466999,20.517,20.483589,218394000,6507,2374,0.09,2444,5.8,2730
2021/9/30,20.768,21.066,20.688,20.716,20.682266,221009000,6507,2374,0.09,2444,5.8,2730
2021/10/1,20.75,20.858999,20.202999,20.742001,20.708225,240978000,6507,2374,0.09,2444,5.8,2730
2021/10/4,20.504,20.542,19.555,19.732,19.699869,345635000,6507,2374,0.09,2444,5.8,2730
2021/10/5,19.950001,20.648001,19.854,20.451,20.417698,279282000,6507,2374,0.09,2444,5.8,2730
2021/10/6,20.120001,20.719999,20.08,20.700001,20.666294,297202000,6507,2374,0.09,2444,5.8,2730
2021/10/7,21.091999,21.322001,20.972,21.075001,21.040682,256919000,6507,2374,0.09,2444,5.8,2730
2021/10/8,21.101,21.205999,20.775,20.830999,20.797081,151258000,6507,2374,0.09,2444,5.8,2730
2021/10/11,20.575001,21.063,20.511,20.695,20.661303,163388000,6507,2374,0.09,2444,5.8,2730
2021/10/12,20.827999,21.056999,20.528,20.671,20.637339,162134000,6507,2374,0.09,2444,5.8,2730
2021/10/13,20.917999,20.99,20.712999,20.938999,20.904902,180652000,6507,2374,0.09,2444,5.8,2730
2021/10/14,21.288,21.754999,21.122,21.746,21.710588,243589000,6507,2374,0.09,2444,5.8,2730
2021/10/15,21.809999,21.931,21.662001,21.862,21.826401,226994000,6507,2374,0.09,2444,5.8,2730
2021/10/18,21.749001,22.291,21.643999,22.222,22.185812,189494000,6507,2374,0.09,2444,5.8,2730
2021/10/19,22.275999,22.379,22.037001,22.290001,22.253704,161473000,6507,2374,0.09,2444,5.8,2730
2021/10/20,22.305,22.433001,21.982,22.103001,22.067005,146276000,6507,2374,0.09,2444,5.8,2730
2021/10/21,22.097,22.711,22.083,22.691999,22.65505,187590000,6507,2374,0.09,2444,5.8,2730
2021/10/22,22.823,23.129999,22.561001,22.726,22.688992,249384000,6507,2374,0.09,2444,5.8,2730
2021/10/25,22.973,23.355,22.77,23.166,23.128275,230235000,6507,2374,0.09,2444,5.8,2730
2021/10/26,23.989,25.259001,23.924,24.716999,24.676752,485898000,6507,2374,0.09,2444,5.8,2730
2021/10/27,24.474001,25.09,24.282,24.451,24.411184,245990000,6507,2374,0.09,2444,5.8,2730
2021/10/28,24.878,24.950001,24.523001,24.941,24.900387,234204000,6507,2374,0.09,2444,5.8,2730
2021/10/29,25.000999,25.709,25,25.566999,25.525366,292503000,6507,2374,0.09,2444,5.8,2730
2021/11/1,25.649,25.893999,25.226999,25.827,25.784943,265740000,7103,2464,0.1,2671,7.15,2969
2021/11/2,25.822001,26.677999,25.799999,26.400999,26.358006,294112000,7103,2464,0.1,2671,7.15,2969
2021/11/3,26.67,26.784,26.235001,26.598,26.554686,239910000,7103,2464,0.1,2671,7.15,2969
2021/11/4,27.229,31.365,27.118,29.801001,29.75247,1153631000,7103,2464,0.1,2671,7.15,2969
2021/11/5,30.187,31.4,29.41,29.752001,29.70355,851260000,7103,2464,0.1,2671,7.15,2969
2021/11/8,30.149,31.1,29.907,30.804001,30.753838,503101000,7103,2464,0.1,2671,7.15,2969
2021/11/9,32.282001,32.310001,29.964001,30.657,30.607073,646746000,7103,2464,0.1,2671,7.15,2969
2021/11/10,29.356001,30.85,28.778,29.459,29.411026,636206000,7103,2464,0.1,2671,7.15,2969
2021/11/11,30.468,30.59,29.777,30.389999,30.340513,332172000,7103,2464,0.1,2671,7.15,2969
2021/11/12,30.01,30.68,29.629999,30.389999,30.340513,413054000,7103,2464,0.1,2671,7.15,2969
2021/11/15,30.552,30.643999,29.247,30.025,29.976107,384909000,7103,2464,0.1,2671,7.15,2969
2021/11/16,29.759001,30.389999,29.705999,30.202999,30.153816,264484000,7103,2464,0.1,2671,7.15,2969
2021/11/17,30.417999,30.509001,28.799999,29.261,29.213348,428508000,7103,2464,0.1,2671,7.15,2969
2021/11/18,32.367001,32.759998,31.320999,31.674999,31.623421,781711000,7103,2464,0.1,2671,7.15,2969
2021/11/19,32.243,33.088001,31.905001,32.985001,32.931282,533867000,7103,2464,0.1,2671,7.15,2969
2021/11/22,33.516998,34.646999,31.9,31.955999,31.903959,754335000,7103,2464,0.1,2671,7.15,2969
2021/11/23,31.535,32.360001,30.879999,31.746,31.694304,532163000,7103,2464,0.1,2671,7.15,2969
2021/11/24,31.461,32.855,30.927999,32.674,32.620789,435162000,7103,2464,0.1,2671,7.15,2969
2021/11/26,32.599998,32.709999,31.35,31.503,31.4517,283069000,7103,2464,0.1,2671,7.15,2969
2021/11/29,32.366001,33.411999,32.035999,33.375999,33.321648,454964000,7103,2464,0.1,2671,7.15,2969
2021/11/30,33.168999,33.353001,31.864,32.675999,32.62278,622066000,7103,2464,0.1,2671,7.15,2969
2021/12/1,33.219002,33.289001,31.379999,31.434999,31.387653,484368000,7103,2464,0.1,2671,7.15,2969
2021/12/2,31.214001,32.478001,31.025,32.125999,32.077614,472890000,7103,2464,0.1,2671,7.15,2969
2021/12/3,32,32.129002,30.129999,30.693001,30.646772,544325000,7103,2464,0.1,2671,7.15,2969
2021/12/6,29.879999,30.240999,28.038,30.037001,29.991758,658938000,7103,2464,0.1,2671,7.15,2969
2021/12/7,30.957001,32.449001,30.650999,32.426998,32.378159,593053000,7103,2464,0.1,2671,7.15,2969
2021/12/8,31.999001,32.290001,31.421,31.826,31.778067,475551000,7103,2464,0.1,2671,7.15,2969
2021/12/9,31.733999,32.205002,30.427999,30.49,30.444075,488507000,7103,2464,0.1,2671,7.15,2969
2021/12/10,31.15,31.305,29.861,30.198,30.152517,488825000,7103,2464,0.1,2671,7.15,2969
2021/12/13,30.249001,30.294001,28.115999,28.160999,28.118586,598344000,7103,2464,0.1,2671,7.15,2969
2021/12/14,27.698999,28.677999,27.25,28.337,28.294317,667035000,7103,2464,0.1,2671,7.15,2969
2021/12/15,28.4,30.5,27.837999,30.459,30.413126,698297000,7103,2464,0.1,2671,7.15,2969
2021/12/16,31.152,31.16,28.093,28.386999,28.344244,707366000,7103,2464,0.1,2671,7.15,2969
2021/12/17,27.985001,28.922001,27.76,27.801001,27.759127,713758000,7103,2464,0.1,2671,7.15,2969
2021/12/20,27.305,28.143999,27.145,27.719,27.67725,461847000,7103,2464,0.1,2671,7.15,2969
2021/12/21,28.374001,29.120001,27.400999,29.075001,29.03121,524385000,7103,2464,0.1,2671,7.15,2969
2021/12/22,28.891001,29.555,28.448999,29.4,29.355719,395184000,7103,2464,0.1,2671,7.15,2969
2021/12/23,29.754999,30.059,29.431,29.639999,29.595356,343022000,7103,2464,0.1,2671,7.15,2969
2021/12/27,29.66,31.087,29.639999,30.945,30.898394,403686000,7103,2464,0.1,2671,7.15,2969
2021/12/28,31.312,31.33,30.011999,30.322001,30.276331,420591000,7103,2464,0.1,2671,7.15,2969
2021/12/29,30.273001,30.548,29.365999,30.000999,29.955812,343139000,7103,2464,0.1,2671,7.15,2969
2021/12/30,29.827,30.457001,29.540001,29.586,29.541437,308864000,7103,2464,0.1,2671,7.15,2969
2021/12/31,29.674,30.030001,29.330999,29.410999,29.366703,266530000,7103,2464,0.1,2671,7.15,2969
2022/1/3,29.815001,30.711,29.785,30.121,30.075634,391547000,7103,2464,0.1,2671,7.15,2969
2022/1/4,30.277,30.468,28.349001,29.290001,29.245886,527154000,7103,2464,0.1,2671,7.15,2969
2022/1/5,28.948999,29.416,27.533001,27.604,27.562426,498064000,7103,2464,0.1,2671,7.15,2969
2022/1/6,27.639999,28.438,27.065001,28.177999,28.135555,454186000,7103,2464,0.1,2671,7.15,2969
2022/1/7,28.141001,28.422001,27.056999,27.247,27.205961,409939000,7103,2464,0.1,2671,7.15,2969
2022/1/10,26.580999,27.469,25.643999,27.4,27.358732,594681000,7103,2464,0.1,2671,7.15,2969
2022/1/11,27.323,28.065001,26.839001,27.816999,27.775105,404089000,7103,2464,0.1,2671,7.15,2969
2022/1/12,28.066999,28.594999,27.608,27.999001,27.956827,383413000,7103,2464,0.1,2671,7.15,2969
2022/1/13,28.379,28.48,26.497999,26.575001,26.534975,540171000,7103,2464,0.1,2671,7.15,2969
2022/1/14,26.299999,27.197001,26.209999,26.941999,26.901417,395832000,7103,2464,0.1,2671,7.15,2969
2022/1/18,26.26,26.638,25.77,25.903,25.863987,424270000,7103,2464,0.1,2671,7.15,2969
2022/1/19,26.079,26.542999,25.052,25.066999,25.029243,488315000,7103,2464,0.1,2671,7.15,2969
2022/1/20,25.304001,25.579,24.077999,24.15,24.113626,435181000,7103,2464,0.1,2671,7.15,2969
2022/1/21,23.507,24.823,23.263,23.374001,23.338795,718958000,7103,2464,0.1,2671,7.15,2969
2022/1/24,22.33,23.379999,20.888,23.372,23.336798,913982000,7103,2464,0.1,2671,7.15,2969
2022/1/25,22.546,22.943001,22,22.323999,22.290377,664616000,7103,2464,0.1,2671,7.15,2969
2022/1/26,23.24,24.056999,22.299999,22.771999,22.7377,755959000,7103,2464,0.1,2671,7.15,2969
2022/1/27,23.568001,23.995001,21.674999,21.944,21.910946,573353000,7103,2464,0.1,2671,7.15,2969
2022/1/28,22.011999,22.858,21.296,22.84,22.805597,543774000,7103,2464,0.1,2671,7.15,2969
2022/1/31,23.181999,24.509001,23.052,24.486,24.44912,564680000,7643,3002,0.12,2970,6.65,3279
2022/2/1,25.104,25.145,23.889999,24.638,24.600891,518925000,7643,3002,0.12,2970,6.65,3279
2022/2/2,25.794001,25.816999,24.552999,25.242001,25.203983,543419000,7643,3002,0.12,2970,6.65,3279
2022/2/3,24.458,25.077,23.780001,23.948,23.91193,410178000,7643,3002,0.12,2970,6.65,3279
2022/2/4,23.972,24.635,23.632,24.319,24.282373,354829000,7643,3002,0.12,2970,6.65,3279
2022/2/7,24.372,25.181999,24.202,24.728001,24.690756,376868000,7643,3002,0.12,2970,6.65,3279
2022/2/8,24.358999,25.23,23.98,25.108,25.070185,410359000,7643,3002,0.12,2970,6.65,3279
2022/2/9,25.622,26.725,25.353001,26.705,26.664778,524282000,7643,3002,0.12,2970,6.65,3279
2022/2/10,25.995001,26.924999,25.6,25.823999,25.785105,513200000,7643,3002,0.12,2970,6.65,3279
2022/2/11,25.916,26.152,23.773001,23.948999,23.912928,605472000,7643,3002,0.12,2970,6.65,3279
2022/2/14,23.934,24.875,23.754999,24.267,24.230452,440424000,7643,3002,0.12,2970,6.65,3279
2022/2/15,24.948999,26.545,24.784,26.495001,26.455095,699869000,7643,3002,0.12,2970,6.65,3279
2022/2/16,26.259001,26.582001,25.552,26.511,26.471071,732676000,7643,3002,0.12,2970,6.65,3279
2022/2/17,25.629999,25.785,24.165001,24.507,24.470085,810595000,7643,3002,0.12,2970,6.65,3279
2022/2/18,24.667999,24.986,23.1,23.642,23.606392,761255000,7643,3002,0.12,2970,6.65,3279
2022/2/22,23.035,24.063999,23,23.389999,23.354773,633422000,7643,3002,0.12,2970,6.65,3279
2022/2/23,23.802,24.155001,22.301001,22.386999,22.353281,566511000,7643,3002,0.12,2970,6.65,3279
2022/2/24,21.014999,23.799999,20.889999,23.747999,23.712229,735801000,7643,3002,0.12,2970,6.65,3279
2022/2/25,23.721001,24.216999,23.381001,24.157,24.120613,528866000,7643,3002,0.12,2970,6.65,3279
2022/2/28,23.992001,24.665001,23.707001,24.385,24.348272,477319000,7643,3002,0.12,2970,6.65,3279
2022/3/1,24.291,24.377001,23.132,23.476999,23.441643,412056000,7643,3002,0.12,2970,6.65,3279
2022/3/2,23.756001,24.409,23.415001,24.219999,24.187639,389642000,7643,3002,0.12,2970,6.65,3279
2022/3/3,24.261999,24.326,23.469,23.714001,23.682316,365095000,7643,3002,0.12,2970,6.65,3279
2022/3/4,23.384001,23.68,22.482,22.936001,22.905357,431415000,7643,3002,0.12,2970,6.65,3279
2022/3/7,22.816999,23.033001,21.33,21.351999,21.323471,450821000,7643,3002,0.12,2970,6.65,3279
2022/3/8,21.309,22.372999,20.65,21.514,21.485254,557467000,7643,3002,0.12,2970,6.65,3279
2022/3/9,22.386999,23.219999,22.247,23.014,22.983253,492742000,7643,3002,0.12,2970,6.65,3279
2022/3/10,22.531,22.788,21.882,22.658001,22.627728,428066000,7643,3002,0.12,2970,6.65,3279
2022/3/11,23.021999,23.145,22.046,22.1,22.070475,367209000,7643,3002,0.12,2970,6.65,3279
2022/3/14,21.868999,22.261999,21.159,21.33,21.3015,385354000,7643,3002,0.12,2970,6.65,3279
2022/3/15,21.518,23.038,21.322001,22.973,22.942307,491996000,7643,3002,0.12,2970,6.65,3279
2022/3/16,23.5,24.597,23.172001,24.496,24.463272,671422000,7643,3002,0.12,2970,6.65,3279
2022/3/17,24.120001,24.841999,23.906,24.766001,24.73291,471941000,7643,3002,0.12,2970,6.65,3279
2022/3/18,24.799,26.569,24.624001,26.452999,26.417658,730719000,7643,3002,0.12,2970,6.65,3279
2022/3/21,26.507,27.152,25.966999,26.733999,26.69828,591727000,7643,3002,0.12,2970,6.65,3279
2022/3/22,26.726999,27.238001,26.072001,26.524,26.488564,547007000,7643,3002,0.12,2970,6.65,3279
2022/3/23,26.125999,26.612,25.575001,25.634001,25.599752,502120000,7643,3002,0.12,2970,6.65,3279
2022/3/24,26.166,28.32,25.907,28.15,28.112392,877379000,7643,3002,0.12,2970,6.65,3279
2022/3/25,27.886,28.358,27.271,27.691999,27.655003,579016000,7643,3002,0.12,2970,6.65,3279
2022/3/28,27.756001,28.25,27.205999,28.219,28.181297,425494000,7643,3002,0.12,2970,6.65,3279
2022/3/29,28.695,28.945999,27.98,28.656,28.617714,488984000,7643,3002,0.12,2970,6.65,3279
2022/3/30,28.304001,28.496,27.503,27.690001,27.653006,463487000,7643,3002,0.12,2970,6.65,3279
2022/3/31,27.782,28.247999,27.27,27.285999,27.249542,523440000,7643,3002,0.12,2970,6.65,3279
2022/4/1,27.375,27.496,26.267,26.712,26.676311,517235000,7643,3002,0.12,2970,6.65,3279
2022/4/4,26.728001,27.558001,26.613001,27.360001,27.323446,397120000,7643,3002,0.12,2970,6.65,3279
2022/4/5,27.254,27.319,25.82,25.931,25.896353,436615000,7643,3002,0.12,2970,6.65,3279
2022/4/6,24.934,25.299999,24.003,24.407,24.374393,703833000,7643,3002,0.12,2970,6.65,3279
2022/4/7,24.441,24.722,23.478001,24.208,24.175655,557992000,7643,3002,0.12,2970,6.65,3279
2022/4/8,23.917,23.923,23.062,23.118999,23.08811,524781000,7643,3002,0.12,2970,6.65,3279
2022/4/11,22.214001,22.32,21.66,21.917,21.887716,575207000,7643,3002,0.12,2970,6.65,3279
2022/4/12,22.537001,22.725,21.282,21.504,21.475271,662258000,7643,3002,0.12,2970,6.65,3279
2022/4/13,21.728001,22.5,21.455,22.202999,22.173336,516943000,7643,3002,0.12,2970,6.65,3279
2022/4/14,22.504999,22.777,21.163,21.257999,21.229597,569097000,7643,3002,0.12,2970,6.65,3279
2022/4/18,21.200001,22.087999,21.079,21.783001,21.753897,525701000,7643,3002,0.12,2970,6.65,3279
2022/4/19,21.719999,22.372999,21.313999,22.198,22.168343,512781000,7643,3002,0.12,2970,6.65,3279
2022/4/20,22.517,22.67,21.200001,21.482,21.4533,468974000,7643,3002,0.12,2970,6.65,3279
2022/4/21,21.709,22.392,20,20.183001,20.156036,656209000,7643,3002,0.12,2970,6.65,3279
2022/4/22,20.302999,20.486,19.5,19.514999,19.488926,624713000,7643,3002,0.12,2970,6.65,3279
2022/4/25,19.202,19.945,19.096001,19.902,19.875412,641566000,7643,3002,0.12,2970,6.65,3279
2022/4/26,19.718,19.788,18.67,18.788,18.762899,653143000,7643,3002,0.12,2970,6.65,3279
2022/4/27,18.598,19.167,18.290001,18.415001,18.3904,499460000,7643,3002,0.12,2970,6.65,3279
2022/4/28,18.966999,20.037001,18.49,19.782,19.755568,570327000,7643,3002,0.12,2970,6.65,3279
2022/4/29,19.402,20.128,18.517,18.547001,18.522221,500435000,7643,3002,0.12,2970,6.65,3279
2022/5/2,18.541,19.573999,18.391001,19.533001,19.506907,572049000,8288,1618,0.06,1868,5.32,2202
2022/5/3,19.4,19.825001,19.132999,19.601999,19.575811,475751000,8288,1618,0.06,1868,5.32,2202
2022/5/4,19.923,20.4,18.750999,20.334,20.306829,648855000,8288,1618,0.06,1868,5.32,2202
2022/5/5,19.867001,19.924999,18.5,18.844,18.818825,626331000,8288,1618,0.06,1868,5.32,2202
2022/5/6,18.736,19.511999,17.99,18.674999,18.650049,633297000,8288,1618,0.06,1868,5.32,2202
2022/5/9,18.034,18.254999,16.827,16.950001,16.927355,644455000,8288,1618,0.06,1868,5.32,2202
2022/5/10,17.688999,18.198,17.025,17.594999,17.571493,761474000,8288,1618,0.06,1868,5.32,2202
2022/5/11,17.347,17.753,16.568001,16.629999,16.607779,670167000,8288,1618,0.06,1868,5.32,2202
2022/5/12,16.219,16.788,15.567,16.174999,16.153389,708728000,8288,1618,0.06,1868,5.32,2202
2022/5/13,16.788,17.927999,16.593,17.705999,17.682344,670437000,8288,1618,0.06,1868,5.32,2202
2022/5/16,17.509001,17.788,17.106001,17.264,17.240934,521446000,8288,1618,0.06,1868,5.32,2202
2022/5/17,18.073999,18.371,17.634001,18.177,18.152716,585830000,8288,1618,0.06,1868,5.32,2202
2022/5/18,17.705,18.118,16.864,16.938,16.915367,545161000,8288,1618,0.06,1868,5.32,2202
2022/5/19,16.937,17.687,16.733999,17.124001,17.101122,621310000,8288,1618,0.06,1868,5.32,2202
2022/5/20,17.332001,17.41,15.755,16.694,16.671694,739105000,8288,1618,0.06,1868,5.32,2202
2022/5/23,16.274,16.915001,16.179001,16.898001,16.875423,639889000,8288,1618,0.06,1868,5.32,2202
2022/5/24,16.51,16.597,15.78,16.153999,16.132418,588550000,8288,1618,0.06,1868,5.32,2202
2022/5/25,16.02,17.111,16,16.975,16.952322,781132000,8288,1618,0.06,1868,5.32,2202
2022/5/26,16.035999,18.091999,16.021999,17.851,17.827148,996575000,8288,1618,0.06,1868,5.32,2202
2022/5/27,18.186001,18.881001,18.1,18.811001,18.78587,738379000,8288,1618,0.06,1868,5.32,2202
2022/5/31,18.98,19.200001,18.35,18.672001,18.647055,664100000,8288,1618,0.06,1868,5.32,2202
2022/6/1,18.724001,19.052999,18.122,18.32,18.295521,544514000,8288,1618,0.06,1868,5.32,2202
2022/6/2,18.292,19.618999,18.198,19.591999,19.565819,648656000,8288,1618,0.06,1868,5.32,2202
2022/6/3,19.082001,19.332001,18.521999,18.719999,18.694992,598779000,8288,1618,0.06,1868,5.32,2202
2022/6/6,19.139,19.337,18.563999,18.785999,18.7609,422406000,8288,1618,0.06,1868,5.32,2202
2022/6/7,18.472,19,18.188,18.926001,18.900717,388914000,8288,1618,0.06,1868,5.32,2202
2022/6/8,18.799,19.18,18.535,18.648001,18.627022,363252000,8288,1618,0.06,1868,5.32,2202
2022/6/9,18.481001,18.933001,18.041,18.048,18.027697,395574000,8288,1618,0.06,1868,5.32,2202
2022/6/10,17.6,17.697001,16.868999,16.974001,16.954906,465248000,8288,1618,0.06,1868,5.32,2202
2022/6/13,16,16.312,15.606,15.647,15.629397,604153000,8288,1618,0.06,1868,5.32,2202
2022/6/14,15.731,16.066,15.412,15.836,15.818187,469680000,8288,1618,0.06,1868,5.32,2202
2022/6/15,16.094999,16.868,15.926,16.527,16.508411,563936000,8288,1618,0.06,1868,5.32,2202
2022/6/16,15.86,15.942,15.401,15.601,15.583449,545749000,8288,1618,0.06,1868,5.32,2202
2022/6/17,15.648,15.995,15.328,15.88,15.862136,630334000,8288,1618,0.06,1868,5.32,2202
2022/6/21,16.475,17.007999,16.407,16.566,16.547367,483089000,8288,1618,0.06,1868,5.32,2202
2022/6/22,16.226,16.662001,16.18,16.360001,16.341597,437135000,8288,1618,0.06,1868,5.32,2202
2022/6/23,16.518999,16.584999,15.853,16.225,16.206749,463680000,8288,1618,0.06,1868,5.32,2202
2022/6/24,16.5,17.139999,16.309999,17.125999,17.106737,472153000,8288,1618,0.06,1868,5.32,2202
2022/6/27,17.312,17.33,16.625999,16.868999,16.850025,427968000,8288,1618,0.06,1868,5.32,2202
2022/6/28,16.9,17.202,15.945,15.982,15.964021,461149000,8288,1618,0.06,1868,5.32,2202
2022/6/29,15.814,15.82,15.17,15.542,15.524515,482352000,8288,1618,0.06,1868,5.32,2202
2022/6/30,15.361,15.567,14.862,15.159,15.141947,686070000,8288,1618,0.06,1868,5.32,2202
2022/7/1,14.899,15.063,14.392,14.523,14.506662,577610000,8288,1618,0.06,1868,5.32,2202
2022/7/5,14.175,14.971,14.055,14.964,14.947165,651397000,8288,1618,0.06,1868,5.32,2202
2022/7/6,15.01,15.319,14.789,15.13,15.112981,529066000,8288,1618,0.06,1868,5.32,2202
2022/7/7,15.456,15.945,15.389,15.858,15.84016,492903000,8288,1618,0.06,1868,5.32,2202
2022/7/8,15.43,16.037001,15.389,15.838,15.820185,467972000,8288,1618,0.06,1868,5.32,2202
2022/7/11,15.526,15.527,15.038,15.152,15.134957,437321000,8288,1618,0.06,1868,5.32,2202
2022/7/12,15.268,15.431,14.877,15.082,15.065032,458483000,8288,1618,0.06,1868,5.32,2202
2022/7/13,14.59,15.375,14.465,15.164,15.146941,521918000,8288,1618,0.06,1868,5.32,2202
2022/7/14,15.108,15.473,14.728,15.372,15.354709,456235000,8288,1618,0.06,1868,5.32,2202
2022/7/15,15.659,15.782,15.445,15.762,15.744269,385935000,8288,1618,0.06,1868,5.32,2202
2022/7/18,16.302,16.896999,16.002001,16.101,16.082886,670517000,8288,1618,0.06,1868,5.32,2202
2022/7/19,16.486,17.110001,16.172001,16.992001,16.972887,702366000,8288,1618,0.06,1868,5.32,2202
2022/7/20,16.947001,17.933001,16.801001,17.806999,17.786968,760538000,8288,1618,0.06,1868,5.32,2202
2022/7/21,17.885,18.143999,17.545,18.049999,18.029694,557049000,8288,1618,0.06,1868,5.32,2202
2022/7/22,17.893,17.966999,17.136999,17.319,17.299519,536671000,8288,1618,0.06,1868,5.32,2202
2022/7/25,17.018999,17.124001,16.649,17.024,17.004847,480748000,8288,1618,0.06,1868,5.32,2202
2022/7/26,16.889,16.919001,16.478001,16.533001,16.5144,397865000,8288,1618,0.06,1868,5.32,2202
2022/7/27,17.032,17.936001,16.913,17.790001,17.769987,569776000,8288,1618,0.06,1868,5.32,2202
2022/7/28,17.975,18.139999,17.440001,17.983999,17.963768,474646000,8288,1618,0.06,1868,5.32,2202
2022/7/29,17.813,18.243999,17.691999,18.163,18.142567,435460000,8288,1618,0.06,1868,5.32,2202
2022/8/1,18.181999,18.846001,17.99,18.441,18.420254,476469000,6704,656,0.03,499,3.62,877
2022/8/2,18.122,18.938,18.091999,18.525999,18.505157,489527000,6704,656,0.03,499,3.62,877
2022/8/3,18.184,18.968,18.136999,18.893,18.871748,418146000,6704,656,0.03,499,3.62,877
2022/8/4,18.849001,19.274,18.76,19.215,19.193386,409652000,6704,656,0.03,499,3.62,877
2022/8/5,18.809999,19.229,18.666,18.989,18.96764,386068000,6704,656,0.03,499,3.62,877
2022/8/8,17.502001,18.239,17.242001,17.792999,17.772982,981859000,6704,656,0.03,499,3.62,877
2022/8/9,17.252001,17.447001,16.724001,17.086,17.066782,668263000,6704,656,0.03,499,3.62,877
2022/8/10,17.698,18.118,17.316999,18.097,18.076639,597422000,6704,656,0.03,499,3.62,877
2022/8/11,18.131001,18.707001,17.875999,17.941999,17.921818,509327000,6704,656,0.03,499,3.62,877
2022/8/12,18.16,18.718,17.952999,18.709,18.687952,478094000,6704,656,0.03,499,3.62,877
2022/8/15,18.701,19.164,18.613001,19.032,19.010592,457666000,6704,656,0.03,499,3.62,877
2022/8/16,18.92,19.142,18.500999,18.879,18.857765,451240000,6704,656,0.03,499,3.62,877
2022/8/17,18.523001,18.688,18.145,18.334999,18.314373,446799000,6704,656,0.03,499,3.62,877
2022/8/18,18.301001,18.865,18.183001,18.773001,18.751883,415447000,6704,656,0.03,499,3.62,877
2022/8/19,18.406,18.52,17.77,17.849001,17.828924,441588000,6704,656,0.03,499,3.62,877
2022/8/22,17.49,17.558001,16.966,17.034,17.014839,409593000,6704,656,0.03,499,3.62,877
2022/8/23,16.989,17.465,16.969999,17.181,17.161671,369986000,6704,656,0.03,499,3.62,877
2022/8/24,17.011999,17.406,16.895,17.222,17.202629,522661000,6704,656,0.03,499,3.62,877
